feature,importance
PRESSURE,0.307280676839204
DEPTH,0.2474417671669687
ESTCHL_STACORR,0.16537774855670018
ESTCHL_CRUISECORR,0.07252421160210167
LAT_DEC,0.06480489191661587
PAR,0.035310820440394866
SPAR,0.02808690525978831
XMISS,0.01977089947167609
LON_DEC,0.017827205363657797
STA,0.017134910504757746
BAT,0.012819898078964076
LINE,0.007369891207486894
CHL_A,0.0025050511998280876
PHAEO,0.001745122391855631
